1,A Baña,42.9618,-8.75784
2,A Coruña,43.37135,-8.396
3,A Estrada,42.68911,-8.48842
4,A Pobra do Brollon,42.55612,-7.3914
5,A Pobra do Caramiñal,42.60295,-8.93824
6,A Rúa,42.40048,-7.10268
7,Abadín,43.36667,-7.48333
8,Abegondo,43.21667,-8.28333
9,Allariz,42.19044,-7.80175
10,Amés,42.90426,-8.65551
11,Ambía,42.20578,-7.73707
12,Amoeiro,42.41667,-7.95
13,Aranga,43.23469,-8.01705
14,Arbo,42.11667,-8.31667
15,Ares,43.42995,-8.24254
16,Arteixo,43.30482,-8.50749
17,Arzúa,42.93333,-8.15
18,As Pontes de García Rodríguez,43.45266,-7.85178
19,Avión,42.38333,-8.25
20,Baños de Molgas,42.24148,-7.67223
21,Baiona,42.11667,-8.85
22,Baltar,41.952,-7.71581
23,Bande,42.0312,-7.97489
24,Baralla,42.89207,-7.25492
25,Barreiros,43.53321,-7.23342
26,Beade,42.33074,-8.1295
27,Becerreá,42.8561,-7.1636
28,Begonte,43.15121,-7.68643
29,Bergondo,43.31667,-8.23333
30,Betanzos,43.28042,-8.21467
31,Blancos,41.99652,-7.75175
32,Boborás,42.43332,-8.14431
33,Boimorto,43,-8.13333
34,Boiro,42.64725,-8.88459
35,Bueu,42.32458,-8.78497
36,Burela de Cabo,43.65,-7.4
37,Caldas de Reis,42.60473,-8.6423
38,Calvos,41.9479,-7.89604
39,Camariñas,43.13115,-9.18172
40,Cambados,42.51222,-8.8131
41,Cambre,43.29438,-8.34736
42,Cangas do Morrazo,42.26413,-8.78463
43,Carballeda de Avia,42.3214,-8.16456
44,Carballo,43.213,-8.69104
45,Cariño,43.74134,-7.86715
46,Carnota,42.8233,-9.08913
47,Carral,43.2286,-8.35545
48,Cartelle,42.25109,-8.07062
49,Castrelo de Miño,42.29798,-8.06697
50,Castro,42.76667,-7.58333
51,Castro Caldelas,42.37366,-7.42578
52,Castro de Rei,43.20866,-7.40026
53,Castroverde,43.0302,-7.32428
54,Catoira,42.66748,-8.72323
55,Cea,42.4749,-7.98739
56,Cedeira,43.66044,-8.05719
57,Cee,42.95466,-9.188
58,Celanova,42.15303,-7.95513
59,Cenlle,42.34183,-8.08982
60,Cerdido,43.62063,-7.99959
61,Cervo,43.67019,-7.41013
62,Cesuras,43.17282,-8.20061
63,Chantada,42.60876,-7.77115
64,Coirós,43.25,-8.16667
65,Coles,42.4,-7.83333
66,Combarro,42.43188,-8.70649
67,Corcubión,42.94414,-9.1926
68,Corgo,42.94434,-7.4314
69,Coristanco,43.2,-8.75
70,Covelo,42.23333,-8.35
71,Cualedro,41.98897,-7.59464
72,Culleredo,43.28788,-8.38858
73,Cuntis,42.63396,-8.56256
74,Curtis,43.12374,-8.14818
75,Dozón,42.58333,-8.01667
76,Dumbría,43.00836,-9.11328
77,Entrimo,41.93297,-8.11725
78,Esgos,42.32549,-7.69691
79,Fene,43.45,-8.15
80,Ferrol,43.48961,-8.2194
81,Fisterra,42.90492,-9.26289
82,Fonsagrada,43.12398,-7.0679
83,Fornelos de Montes,42.34126,-8.45291
84,Foz,43.5692,-7.25441
85,Friol,43.03213,-7.79514
86,Gondomar,42.11155,-8.74971
87,Guitiriz,43.18169,-7.89656
88,Illa de Arousa,42.56376,-8.87258
89,Irixoa,43.2847,-8.05916
90,Lalín,42.66085,-8.11285
91,Lama,42.4,-8.43333
92,Laracha,43.25375,-8.58535
93,Laza,42.06136,-7.462
94,Láncara,42.86425,-7.33667
95,Lobios,42.40746,-7.53164
96,Lousame,42.76477,-8.84926
97,Lugo,43.00992,-7.55602
98,Luintra,42.40964,-7.72682
99,Maceda,42.26972,-7.65052
100,Malpica,43.3228,-8.81052
101,Manzaneda,42.30962,-7.23209
102,Marín,42.39145,-8.70136
103,Maside,42.41031,-8.02582
104,Mazaricos,42.94033,-8.97187
105,Meaño,42.44661,-8.78122
106,Meira,43.21337,-7.29372
107,Meis,42.5,-8.75
108,Melón,42.26016,-8.214
109,Mesia,43.1,-8.26667
110,Miño,43.35,-8.2
111,Moaña,42.27807,-8.73921
112,Moeche,43.55,-8.01667
113,Mondariz,42.2311,-8.45839
114,Mondariz-Balneario,42.22686,-8.46728
115,Mondoñedo,43.4,-7.4
116,Monfero,43.33333,-8.01667
117,Monforte de Lemos,42.52165,-7.51422
118,Montederramo,42.27554,-7.50138
119,Monterroso,42.7925,-7.83425
120,Moraña,42.55,-8.58333
121,Mos,43.15667,-7.55047
122,Mugardos,43.4604,-8.25507
123,Mugia,43.10414,-9.21791
124,Muiños,41.95609,-7.97396
125,Muras,43.46685,-7.72383
126,Muros,42.77617,-9.06032
127,Narón,43.50175,-8.19082
128,Navia de Suarna,42.96667,-7
129,Negreira,42.90402,-8.74273
130,Nigrán,42.14153,-8.80656
131,Nogueira de Ramuín,42.41712,-7.74982
132,O Barco de Valdeorras,42.41642,-6.99005
133,O Carballiño,42.43163,-8.07899
134,O Grove,42.49444,-8.86502
135,O Incio,42.63333,-7.35
136,O Páramo,42.95,-7.3
137,O Rosal,41.93536,-8.83677
138,Oia,42,-8.86667
139,Oimbra,41.88554,-7.47216
140,Oleiros,43.33333,-8.31667
141,Ordes,43.07654,-8.409
142,Oroso,42.98333,-8.43333
143,Ourense,42.33669,-7.86407
144,Ourol,42.87013,-7.61447
145,Outeiro,43.14458,-7.29212
146,Outeiro de Rei,43.10198,-7.61497
147,Outes,42.86189,-8.90181
148,Padrón,42.73875,-8.66057
149,Padrenda,42.13333,-8.15
150,Palmeira,42.58333,-8.95
151,Pantón,42.51667,-7.6
152,Paradela,42.76667,-7.56667
153,Pastoriza,43.33333,-8.46667
154,Pereiro de Aguiar,42.34524,-7.80008
155,Petín,42.38191,-7.12899
156,Piñor,42.5012,-8.00151
157,Pobra de Trives,42.33932,-7.25338
158,Poio,42.44775,-8.68594
159,Ponteareas,42.17476,-8.50398
160,Pontevedra,42.431,-8.64435
161,Porqueira,42.01667,-7.85
162,Porriño,42.16156,-8.6198
163,Portas,42.58531,-8.65573
164,Porto do Son,42.72482,-9.00527
165,Portomarín,42.8062,-7.61644
166,Portonovo,42.39424,-8.82563
167,Provincia da Coruña,43.16667,-8.41667
168,Provincia de Lugo,43,-7.5
169,Provincia de Ourense,42.16667,-7.5
170,Provincia de Pontevedra,42.5,-8.5
171,Puente Nuevo,43.34948,-7.19458
172,Quintela de Leirado,42.13967,-8.10126
173,Quiroga,42.47678,-7.27463
174,Rairiz de Veiga,42.08364,-7.83503
175,Rábade,43.117,-7.61714
176,Ríotorto,43.35,-7.23333
177,Redondela,42.28337,-8.6096
178,Rianxo,42.64977,-8.81763
179,Riós,41.97457,-7.28234
180,Ribadavia,42.28804,-8.14362
181,Ribadeo,43.53704,-7.04095
182,Ribadumia,42.51667,-8.75
183,Ribeira,42.74611,-8.44392
184,Rodeiro,42.65193,-7.95519
185,Sada,43.35619,-8.25796
186,Salvatierra de Miño,42.08333,-8.5
187,Samos,42.731,-7.32582
188,San Amaro,42.37385,-8.07347
